title,album,artist,track_number,album_artist,release_date,creation_timestamp,duration_ms,explicit,spotify_popularity,comment,rating,last_played_timestamp,genre,play_count,id
Mushroom,Darklands (Expanded Version),The Jesus and Mary Chain,29,The Jesus and Mary Chain,1987-08-31,2017-07-15T13:42:33Z,198687,False,,,,,,,f962b0f3674f491fb80db6ff6edf959b
The Hardest Walk - Soundtrack Version,Darklands (Expanded Version),The Jesus and Mary Chain,30,The Jesus and Mary Chain,1987-08-31,2017-07-15T13:42:33Z,192208,False,,,,,,,c4eb1468df166850f713012ca02c7617
Don't Ever Change,Darklands (Expanded Version),The Jesus and Mary Chain,31,The Jesus and Mary Chain,1987-08-31,2017-07-15T13:42:33Z,213213,False,,,,,,,499db0eb35bc7679cc0c6e92ab50b036
Swing,Darklands (Expanded Version),The Jesus and Mary Chain,32,The Jesus and Mary Chain,1987-08-31,2017-07-15T13:42:33Z,146146,False,,,,,,,557987da95921711b10e7b6f4cc68657
Darklands - With Strings,Darklands (Expanded Version),The Jesus and Mary Chain,33,The Jesus and Mary Chain,1987-08-31,2017-07-15T13:42:33Z,326844,False,,,,,,,707fa0b862fe52840171194e575a3f68
Just Like Honey,Psychocandy (Expanded Version),The Jesus and Mary Chain,1,The Jesus and Mary Chain,1985-11-18,2017-10-25T11:42:19Z,182493,False,,,,,,,2e0a1c4bb22a50cf8f9ba93fa4038ab1
The Living End,Psychocandy (Expanded Version),The Jesus and Mary Chain,2,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,135853,False,,,,,,,221824dd13f29a23625748aa88c474b3
Taste the Floor,Psychocandy (Expanded Version),The Jesus and Mary Chain,3,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,177240,True,,,,,,,c05eb82d7eb6a10955ebf840e071c82f
The Hardest Walk,Psychocandy (Expanded Version),The Jesus and Mary Chain,4,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,159053,False,,,,,,,34c55bd4ea6e8260f18a5814674c48b6
Cut Dead,Psychocandy (Expanded Version),The Jesus and Mary Chain,5,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,165813,False,,,,,,,fa5b6310f0a6626fe9240f01680f821a
In a Hole,Psychocandy (Expanded Version),The Jesus and Mary Chain,6,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,182586,False,,,,,,,5276c5ce6e898fcd75d5309652c7a38c
Taste of Cindy,Psychocandy (Expanded Version),The Jesus and Mary Chain,7,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,102333,False,,,,,,,e1f2485690b4e9aab84602581f3b7dfd
Never Understand,Psychocandy (Expanded Version),The Jesus and Mary Chain,8,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,178920,False,,,,,,,fe8110d300906c494c1bfcb0dc9c8110
Inside Me,Psychocandy (Expanded Version),The Jesus and Mary Chain,9,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,189973,False,,,,,,,3006f2249f0d3877fb59eb5ae3b177c7
Sowing Seeds,Psychocandy (Expanded Version),The Jesus and Mary Chain,10,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,170320,False,,,,,,,90f1fbc5f0e924946fbbb83bfeba2788
My Little Underground,Psychocandy (Expanded Version),The Jesus and Mary Chain,11,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,151346,False,,,,,,,d67ef8ae8720bf82e5ed6de4e2d99540
You Trip Me Up,Psychocandy (Expanded Version),The Jesus and Mary Chain,12,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,146040,False,,,,,,,5f6fa43a739c155c3a28094bab06f7ae
Something's Wrong,Psychocandy (Expanded Version),The Jesus and Mary Chain,13,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,242613,False,,,,,,,f579c55e9a2762acad4dd9a7d122ce20
It's So Hard,Psychocandy (Expanded Version),The Jesus and Mary Chain,14,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,158320,False,,,,,,,f2cb974cb61c4b790ced6fb4d7c7c03e
Suck - Single Version,Psychocandy (Expanded Version),The Jesus and Mary Chain,15,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,128280,False,,,,,,,2b9daadd014620faf8524638e543233e
Ambition - Single Version,Psychocandy (Expanded Version),The Jesus and Mary Chain,16,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,209693,False,,,,,,,8f106735477bc370dc95669e059567dd
Just out of Reach,Psychocandy (Expanded Version),The Jesus and Mary Chain,17,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,128133,False,,,,,,,33646a623f49c5492d764bd9f0a12394
Boyfriend's Dead - Single Version,Psychocandy (Expanded Version),The Jesus and Mary Chain,18,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,103160,False,,,,,,,8963034d33ac92622f780b95c5b9c0e7
Head,Psychocandy (Expanded Version),The Jesus and Mary Chain,19,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,230906,False,,,,,,,be2b6a269566b06b23949e7ddbaf10b8
Cracked,Psychocandy (Expanded Version),The Jesus and Mary Chain,20,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,227066,False,,,,,,,f3cc1313cfcc1ff4fef35c1b2e088023
Upside Down,Psychocandy (Expanded Version),The Jesus and Mary Chain,21,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,180053,False,,,,,,,049770d8f822b1f6d2266169f6b91c77
Vegetable Man - Single Version,Psychocandy (Expanded Version),The Jesus and Mary Chain,22,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,215253,False,,,,,,,bf9042df4a2693a1649c30ed18685004
Just Like Honey - Demo,Psychocandy (Expanded Version),The Jesus and Mary Chain,23,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,177658,False,,,,,,,3e759421276d576993c59a97ba4ca98e
Never Understand - Alternate Version,Psychocandy (Expanded Version),The Jesus and Mary Chain,26,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,206106,False,,,,,,,6b784dd0d34a928a84335bd75335e06b
Jesus Fuck,Psychocandy (Expanded Version),The Jesus and Mary Chain,27,The Jesus and Mary Chain,1985-11-18,2017-11-25T17:41:47Z,149916,True,,,,,,,713c6d8546ca5867ec2d6b2069f49a3b
Victoria - Mono Mix,Arthur (Deluxe Edition),The Kinks,1,The Kinks,1969-10-10,2017-10-06T12:30:18Z,220053,False,,,,,,,8ef0408bd69e51627d2b7da329a69add
Victoria - Stereo Mix,Arthur (Deluxe Edition),The Kinks,1,The Kinks,1969-10-10,2017-10-06T12:30:18Z,220280,False,,,,,,,37c2816d964282b64fb76b1bbdcce032
"Yes Sir, No Sir - Mono Mix",Arthur (Deluxe Edition),The Kinks,2,The Kinks,1969-10-10,2017-10-06T12:30:18Z,228000,False,,,,,,,40acd58ef0f3c9f4d7bc753cd9477529
"Yes Sir, No Sir - Stereo Mix",Arthur (Deluxe Edition),The Kinks,2,The Kinks,1969-10-10,2017-10-06T12:30:18Z,226826,False,,,,,,,a66e32638a409999baac86709864a41c
Some Mother's Son - Mono Mix,Arthur (Deluxe Edition),The Kinks,3,The Kinks,1969-10-10,2017-10-06T12:30:18Z,205373,False,,,,,,,a9e4d8d11451fe8cac69c18ca1dac2eb
Some Mother's Son - Stereo Mix,Arthur (Deluxe Edition),The Kinks,3,The Kinks,1969-10-10,2017-10-06T12:30:18Z,205880,False,,,,,,,a0e744fdc0e9b0f574c7cfb5e100b056
Drivin' - Mono Mix,Arthur (Deluxe Edition),The Kinks,4,The Kinks,1969-10-10,2017-10-06T12:30:18Z,193066,False,,,,,,,f31a93f97a3a68f0408ce09b06f4567d
Drivin' - Stereo Mix,Arthur (Deluxe Edition),The Kinks,4,The Kinks,1969-10-10,2017-10-06T12:30:18Z,199986,False,,,,,,,6b8115a5eebbce161aaf7b4b72e129cb
Brainwashed - Mono Mix,Arthur (Deluxe Edition),The Kinks,5,The Kinks,1969-10-10,2017-10-06T12:30:18Z,154133,False,,,,,,,5603e671683dad77b2c05d661857d803
Brainwashed - Stereo Mix,Arthur (Deluxe Edition),The Kinks,5,The Kinks,1969-10-10,2017-10-06T12:30:18Z,155013,False,,,,,,,d3f1a33244b8317d9c28a96ed6add189
Australia - Mono Mix,Arthur (Deluxe Edition),The Kinks,6,The Kinks,1969-10-10,2017-10-06T12:30:18Z,400826,False,,,,,,,3b9f3509a5318de1b5a24ef73ebf782b
Australia - Stereo Mix,Arthur (Deluxe Edition),The Kinks,6,The Kinks,1969-10-10,2017-10-06T12:30:18Z,406573,False,,,,,,,be360b9f6e8ee7933b93b274c63a40fd
Shangri-La - Mono Mix,Arthur (Deluxe Edition),The Kinks,7,The Kinks,1969-10-10,2017-10-06T12:30:18Z,321120,False,,,,,,,0fce6520588dddb512bb482cee2d72e2
Shangri-La - Stereo Mix,Arthur (Deluxe Edition),The Kinks,7,The Kinks,1969-10-10,2017-10-06T12:30:18Z,321226,False,,,,,,,02217750483cd407547797a0b025ed34
Mr. Churchill Says - Mono Mix,Arthur (Deluxe Edition),The Kinks,8,The Kinks,1969-10-10,2017-10-06T12:30:18Z,281706,False,,,,,,,21134aa1c40d67a624f2fb3aebdbcba7
Mr. Churchill Says - Stereo Mix,Arthur (Deluxe Edition),The Kinks,8,The Kinks,1969-10-10,2017-10-06T12:30:18Z,283240,False,,,,,,,b2043da1cef2615bb9ee2b205aed7e47
She's Bought a Hat Like Princess Marina - Mono Mix,Arthur (Deluxe Edition),The Kinks,9,The Kinks,1969-10-10,2017-10-06T12:30:18Z,188000,False,,,,,,,ab0dd756ddf72309ff77997f99634ddf
She's Bought a Hat Like Princess Marina - Stereo Mix,Arthur (Deluxe Edition),The Kinks,9,The Kinks,1969-10-10,2017-10-06T12:30:18Z,187826,False,,,,,,,56bcadfcbddc5ad6413ed68f4c6c16dc
Young and Innocent Days - Mono Mix,Arthur (Deluxe Edition),The Kinks,10,The Kinks,1969-10-10,2017-10-06T12:30:18Z,202133,False,,,,,,,b64c6c97a1d6828871cd104fe4d31f8c
Young and Innocent Days - Stereo Mix,Arthur (Deluxe Edition),The Kinks,10,The Kinks,1969-10-10,2017-10-06T12:30:18Z,201653,False,,,,,,,a03eda9b3fce41c4b13502d3a2be6f71
Nothing to Say,Arthur (Deluxe Edition),The Kinks,11,The Kinks,1969-10-10,2017-10-06T12:30:18Z,187746,False,,,,,,,d2e9302ebae64250af5f26dc28487a3f
Nothing to Say - Stereo Mix,Arthur (Deluxe Edition),The Kinks,11,The Kinks,1969-10-10,2017-10-06T12:30:18Z,189080,False,,,,,,,309f1c8801ff91f4a82f864188238d8f
Arthur,Arthur (Deluxe Edition),The Kinks,12,The Kinks,1969-10-10,2017-10-06T12:30:18Z,324106,False,,,,,,,1ccdcf81c1aa921d8933af6f595374b8
Arthur - Stereo Mix,Arthur (Deluxe Edition),The Kinks,12,The Kinks,1969-10-10,2017-10-06T12:30:18Z,326360,False,,,,,,,fc4f5cc15f9b91b3fc37fa3a23fe12ca
Plastic Man - Mono Mix,Arthur (Deluxe Edition),The Kinks,13,The Kinks,1969-10-10,2017-10-06T12:30:18Z,184960,False,,,,,,,51add64bb9ef56371156f27d25ecacc9
Plastic Man - Stereo Mix,Arthur (Deluxe Edition),The Kinks,13,The Kinks,1969-10-10,2017-10-06T12:30:18Z,182293,False,,,,,,,b97d5ba834b1c31da58d79a83c1f0b0b
This Man He Weeps Tonight - Mono Mix,Arthur (Deluxe Edition),The Kinks,14,The Kinks,1969-10-10,2017-10-06T12:30:18Z,162106,False,,,,,,,75696a3e6a22982781a07681e976b752
This Man He Weeps Tonight - Stereo Mix,Arthur (Deluxe Edition),The Kinks,14,The Kinks,1969-10-10,2017-10-06T12:30:18Z,159693,False,,,,,,,1f463f6e6e89b8f6a1f29c981f7b0021
Mindless Child of Motherhood - Mono Mix,Arthur (Deluxe Edition),The Kinks,15,The Kinks,1969-10-10,2017-10-06T12:30:18Z,189426,False,,,,,,,71e9ef445b020b7bf01fc2d9c1c33e1f
Drivin' - Stereo Alternate Mix,Arthur (Deluxe Edition),The Kinks,15,The Kinks,1969-10-10,2017-10-06T12:30:18Z,196426,False,,,,,,,8279c9b434b98ab76c063622cbd55b96
Creeping Jean - Mono Mix,Arthur (Deluxe Edition),The Kinks,16,The Kinks,1969-10-10,2017-10-06T12:30:18Z,197600,False,,,,,,,ec70ef02ec394fcf2253cfb4a94dbce9
Mindless Child of Motherhood - Stereo Mix,Arthur (Deluxe Edition),The Kinks,16,The Kinks,1969-10-10,2017-10-06T12:30:18Z,190733,False,,,,,,,b677ee092d3c0ccab39434e931b45987
Lincoln County - Mono Mix,Arthur (Deluxe Edition),The Kinks,17,The Kinks,1969-10-10,2017-10-06T12:30:18Z,193053,False,,,,,,,ca78cd443535654b11707f95bde6d816
Hold My Hand,Arthur (Deluxe Edition),The Kinks,17,The Kinks,1969-10-10,2017-10-06T12:30:18Z,195333,False,,,,,,,2cb5faaa59d5a7cf7fda35cbc798f953
Hold My Hand - Mono Mix,Arthur (Deluxe Edition),The Kinks,18,The Kinks,1969-10-10,2017-10-06T12:30:18Z,200226,False,,,,,,,7793779e945ca06d6c0dbae0d936aedc
Lincoln County,Arthur (Deluxe Edition),The Kinks,18,The Kinks,1969-10-10,2017-10-06T12:30:18Z,203560,False,,,,,,,34010180add6d49fa565d2a8303af01d
Victoria - Live At the BBC,Arthur (Deluxe Edition),The Kinks,19,The Kinks,1969-10-10,2017-10-06T12:30:18Z,215546,False,,,,,,,463bcde370b8c4010b92be5873314ea3
Mr. Shoemaker's Daughter,Arthur (Deluxe Edition),The Kinks,19,The Kinks,1969-10-10,2017-10-06T12:30:18Z,189266,False,,,,,,,7532cf23f4e5d8753223abb1308d629b
Mr. Churchill Says - Live At the BBC,Arthur (Deluxe Edition),The Kinks,20,The Kinks,1969-10-10,2017-10-06T12:30:18Z,217626,False,,,,,,,f6fd83405f81860ec68204f479ca8937
Mr. Reporter,Arthur (Deluxe Edition),The Kinks,20,The Kinks,1969-10-10,2017-10-06T12:30:18Z,219453,False,,,,,,,19bce9f1082facfd262dfa61631bd501
Arthur - Live At the BBC,Arthur (Deluxe Edition),The Kinks,21,The Kinks,1969-10-10,2017-10-06T12:30:18Z,197040,False,,,,,,,9c4a83df7dab330d6a9bc635bc00e267
Shangri-La - Backing Track,Arthur (Deluxe Edition),The Kinks,21,The Kinks,1969-10-10,2017-10-06T12:30:18Z,329413,False,,,,,,,c71c67c43b05784197233013df099742
Victoria,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,1,The Kinks,1969-10-10,2017-10-06T12:30:37Z,220013,False,,,,,,,99ad9524d5ef11b61c44301e59186ab7
"Yes Sir, No Sir",Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,2,The Kinks,1969-10-10,2017-10-06T12:30:37Z,226186,False,,,,,,,bcf8c92ad010c9718bf5afe56acc082c
Some Mother's Son,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,3,The Kinks,1969-10-10,2017-10-06T12:30:37Z,205693,False,,,,,,,0fcfa69d765e62c0d56f8b1f689cafd6
Drivin',Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,4,The Kinks,1969-10-10,2017-10-06T12:30:37Z,200973,False,,,,,,,1107337f0dddd5a76089645330c9d940
Brainwashed,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,5,The Kinks,1969-10-10,2017-10-06T12:30:37Z,154906,False,,,,,,,24f6d864a2e4f09a86988b64af3b49d5
Australia,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,6,The Kinks,1969-10-10,2017-10-06T12:30:37Z,406306,False,,,,,,,ea84679508e24be5671e9dd1f4bf5e40
Shangri-La,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,7,The Kinks,1969-10-10,2017-10-06T12:30:37Z,320880,False,,,,,,,b2d4fb10a6a0e2f2710b4ebbe067ea52
Mr. Churchill Says,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,8,The Kinks,1969-10-10,2017-10-06T12:30:37Z,282853,False,,,,,,,31f19ec84426c0e9574954027e71839f
She's Bought a Hat Like Princess Marina - Mono Mix,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,9,The Kinks,1969-10-10,2017-10-06T12:30:37Z,187653,False,,,,,,,4e986868c118b6af0b0e764fedf6205c
Young and Innocent Days,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,10,The Kinks,1969-10-10,2017-10-06T12:30:37Z,201533,False,,,,,,,677bc0612f8541586de04f1b1219ccb5
Nothing to Say,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,11,The Kinks,1969-10-10,2017-10-06T12:30:37Z,188853,False,,,,,,,b3226ea55789e48ccf1c1fb93a427ec7
Arthur,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,12,The Kinks,1969-10-10,2017-10-06T12:30:37Z,327280,False,,,,,,,e3f519f863d94a3cb0c41e3dc2c8dd87
Plastic Man,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,13,The Kinks,1969-10-10,2017-10-06T12:30:37Z,184293,False,,,,,,,92e95736314cb381938714e142353612
King Kong,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,14,The Kinks,1969-10-10,2017-10-06T12:30:37Z,203106,False,,,,,,,69cab4b5bf433f030746c363450d8e42
Drivin' - Mono Mix,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,15,The Kinks,1969-10-10,2017-10-06T12:30:37Z,192813,False,,,,,,,cc7e41d5458d3e72874724d3cc3d0a51
Mindless Child of Motherhood - Mono Mix,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,16,The Kinks,1969-10-10,2017-10-06T12:30:37Z,196360,False,,,,,,,55622989f435661ea439f10066b05988
This Man He Weeps Tonight - Mono Mix,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,17,The Kinks,1969-10-10,2017-10-06T12:30:37Z,162226,False,,,,,,,ae14d07eac51de1826cacbcc4c184303
Plastic Man - Stereo Mix,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,18,The Kinks,1969-10-10,2017-10-06T12:30:37Z,182293,False,,,,,,,0f722f9e9621dfe1990bffc7f8991222
Mindless Child of Motherhood - Stereo Mix,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,19,The Kinks,1969-10-10,2017-10-06T12:30:37Z,190253,False,,,,,,,f8e885f4a208decb9753af892ae7402f
This Man He Weeps Tonight - Stereo Mix,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,20,The Kinks,1969-10-10,2017-10-06T12:30:37Z,159053,False,,,,,,,ca6bc863a14462c1ee431471ca5cb617
She's Bought a Hat Like Princess Marina,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,21,The Kinks,1969-10-10,2017-10-06T12:30:37Z,187053,False,,,,,,,1cdd143b387eb7c155bca3bc6e02ab72
Mr. Shoemaker's Daughter,Arthur or the Decline and Fall of the British Empire (Bonus Track Edition),The Kinks,22,The Kinks,1969-10-10,2017-10-06T12:30:37Z,188253,False,,,,,,,cd3040db1776665c51785c3a3f1ccfa6
Interview 1,BBC Sessions: 1964-1977,The Kinks,1,The Kinks,2001-03-20,2017-10-06T12:30:24Z,9026,False,,,,,,,69d3a8b5481deac80106b2941c510a4a
"Mindless Child of Motherhood - Live at The Aeolian Hall,1970",BBC Sessions: 1964-1977,The Kinks,1,The Kinks,2001-03-20,2017-10-06T12:30:24Z,177200,False,,,,,,,71d2ce905969d1e6eddb7b1c72e3f23c
"You Really Got Me - Live at The Playhouse Theatre, 1964",BBC Sessions: 1964-1977,The Kinks,2,The Kinks,2001-03-20,2017-10-06T12:30:24Z,128173,False,,,,,,,5212c11f10e5bae57a49c810087fc729
"Holiday - Live at Kensington House, 1972",BBC Sessions: 1964-1977,The Kinks,2,The Kinks,2001-03-20,2017-10-06T12:30:24Z,192373,False,,,,,,,772afb73a038f4f60297c8802d00fdc9
Interview 2,BBC Sessions: 1964-1977,The Kinks,3,The Kinks,2001-03-20,2017-10-06T12:30:24Z,69760,False,,,,,,,d48b47f9b3b5acb9b0799924a9617ff4
"Demolition - Live at Langham Studios, 1974",BBC Sessions: 1964-1977,The Kinks,3,The Kinks,2001-03-20,2017-10-06T12:30:24Z,267760,False,,,,,,,a684cbf0af0fca3dd2d94ed840826ca3
"Cadillac - Live at The Playhouse Theatre, 1964",BBC Sessions: 1964-1977,The Kinks,4,The Kinks,2001-03-20,2017-10-06T12:30:24Z,155320,False,,,,,,,3329b1296f7e91dbe064ac0159c30d1a
"Victoria - In Concert at The Hippodrome Theatre, 1974",BBC Sessions: 1964-1977,The Kinks,4,The Kinks,2001-03-20,2017-10-06T12:30:24Z,210373,False,,,,,,,9b1eab5f1d8ae57bb5d68514fd2c7c30
"All Day and All of the Night - Live at The Playhouse Theatre, 1964",BBC Sessions: 1964-1977,The Kinks,5,The Kinks,2001-03-20,2017-10-06T12:30:24Z,137869,False,,,,,,,230d5a7749ec2b5bd9941270cbf38591
"Here Comes Yet Another Day - In Concert at The Hippodrome Theatre, 1974",BBC Sessions: 1964-1977,The Kinks,5,The Kinks,2001-03-20,2017-10-06T12:30:24Z,286266,False,,,,,,,25dbd2aba6a696cc5a7eb48efc560960
"Tired of Waiting for You - Live at Maida Vale Studios, 1965",BBC Sessions: 1964-1977,The Kinks,6,The Kinks,2001-03-20,2017-10-06T12:30:24Z,142466,False,,,,,,,e37e41104b2685e778f31df0cad50bef
"Money Talks - In Concert at The Hippodrome Theatre, 1974",BBC Sessions: 1964-1977,The Kinks,6,The Kinks,2001-03-20,2017-10-06T12:30:24Z,257386,False,,,,,,,64439918629c83ac4fa189bf6778a7fc
"Ev'rybody's Gonna Be Happy - Live at Maida Vale Studios, 1965",BBC Sessions: 1964-1977,The Kinks,7,The Kinks,2001-03-20,2017-10-06T12:30:24Z,133133,False,,,,,,,9fd4e7f385c91caeb002fcf2779ffbae
"Mirror of Love - In Concert at The Hippodrome Theatre, 1974",BBC Sessions: 1964-1977,The Kinks,7,The Kinks,2001-03-20,2017-10-06T12:30:24Z,258946,False,,,,,,,3b61434778f5343be8c4b652fa3122ab
"See My Friends - Live at Aeolian Hall, 1965",BBC Sessions: 1964-1977,The Kinks,8,The Kinks,2001-03-20,2017-10-06T12:30:24Z,171826,False,,,,,,,285de0e7a597939c71bb7eb5ddb523e2
"Celluloid Heroes - In Concert at The Hippodrome Theatre, 1974",BBC Sessions: 1964-1977,The Kinks,8,The Kinks,2001-03-20,2017-10-06T12:30:24Z,339026,False,,,,,,,43ec80a4060376e22c2cab0e6eabc81b
"This Strange Effect - Live at Aeolian Hall, 1965",BBC Sessions: 1964-1977,The Kinks,9,The Kinks,2001-03-20,2017-10-06T12:30:24Z,153600,False,,,,,,,d0ae1f99bc10226b9fcfe0a248952c06
"Dry Bones / Skin and Bone - In Concert at The Hippodrome Theatre, 1974",BBC Sessions: 1964-1977,The Kinks,9,The Kinks,2001-03-20,2017-10-06T12:30:24Z,310333,False,,,,,,,aec7c4101462910620d226bace1e2b37
"Milk Cow Blues - Live at The Playhouse Theatre, 1965",BBC Sessions: 1964-1977,The Kinks,10,The Kinks,2001-03-20,2017-10-06T12:30:24Z,156573,False,,,,,,,67ad3271cd768c251984bf75d2c8c6ac
"Get Back In Line - Live at Rainbow Theatre, 1977",BBC Sessions: 1964-1977,The Kinks,10,The Kinks,2001-03-20,2017-10-06T12:30:24Z,249800,False,,,,,,,c1061d1dc214fc9be7ff74eb43145720
"Wonder Where My Baby Is Tonight - Live at The Playhouse Theatre, 1965",BBC Sessions: 1964-1977,The Kinks,11,The Kinks,2001-03-20,2017-10-06T12:30:24Z,110760,False,,,,,,,439c2f4b95fcc8d5946775e5fb326180
"Did You See His Name - Live at Pye Studios, 1968",BBC Sessions: 1964-1977,The Kinks,11,The Kinks,2001-03-20,2017-10-06T12:30:24Z,118666,False,,,,,,,529d87a35945777934444bd2d7a56699
"Till the End of the Day - Live at The Playhouse Theatre, 1965",BBC Sessions: 1964-1977,The Kinks,12,The Kinks,2001-03-20,2017-10-06T12:30:24Z,138600,False,,,,,,,5b914b895d7d6bf851eac7e772ec225e
"When I Turn Off the Living Room Light - Live at The Riverside Studios, 1969",BBC Sessions: 1964-1977,The Kinks,12,The Kinks,2001-03-20,2017-10-06T12:30:24Z,141333,False,,,,,,,68babb2912cec173fd948cc0d2359ecb
"Where Have All the Good Times Gone - Live at The Playhouse Theatre, 1965",BBC Sessions: 1964-1977,The Kinks,13,The Kinks,2001-03-20,2017-10-06T12:30:24Z,205133,False,,,,,,,48aeca3935af2d7a0017f413773455f5
"Skin and Bone - Live at Kensington House, 1972",BBC Sessions: 1964-1977,The Kinks,13,The Kinks,2001-03-20,2017-10-06T12:30:24Z,158040,False,,,,,,,e8502f618df71e2d9bcabfb4c4248295
"Death of a Clown - Live at The Playhouse Theatre, 1967",BBC Sessions: 1964-1977,The Kinks,14,The Kinks,2001-03-20,2017-10-06T12:30:24Z,212893,False,,,,,,,ee8f39dd6e917a1eacb04c8301d46cad
"Money Talks - Live at Langham Studios, 1974",BBC Sessions: 1964-1977,The Kinks,14,The Kinks,2001-03-20,2017-10-06T12:30:24Z,235466,False,,,,,,,f071e149d95543a80bd6333809b16d3d
"Love Me Till the Sun Shines - Live at The Playhouse Theatre, 1968",BBC Sessions: 1964-1977,The Kinks,15,The Kinks,2001-03-20,2017-10-06T12:30:24Z,175640,False,,,,,,,d04b26b86fa081fb40eed96bdc9b2f64
"Harry Rag - Live at Maida Vale Studios, 1967",BBC Sessions: 1964-1977,The Kinks,16,The Kinks,2001-03-20,2017-10-06T12:30:24Z,138373,False,,,,,,,71230361b7895bbb0470d50537d00ce9
"Good Luck Charm - Live at The Playhouse Theatre, 1967",BBC Sessions: 1964-1977,The Kinks,17,The Kinks,2001-03-20,2017-10-06T12:30:24Z,79266,False,,,,,,,66a6d2170accc472ab436d5ec4cb26f2
"Waterloo Sunset - Live at Piccadilly Studios, 1968",BBC Sessions: 1964-1977,The Kinks,18,The Kinks,2001-03-20,2017-10-06T12:30:24Z,135813,False,,,,,,,374785928062e027ba1a644df4c8935c
"Monica - Live at The Playhouse Theatre, 1968",BBC Sessions: 1964-1977,The Kinks,19,The Kinks,2001-03-20,2017-10-06T12:30:24Z,129453,False,,,,,,,3bea37f80e8585b0ce329b57e6067a47
"Days - Live at Piccadilly Studios, 1968",BBC Sessions: 1964-1977,The Kinks,20,The Kinks,2001-03-20,2017-10-06T12:30:24Z,217600,False,,,,,,,1ffd9fe606ca7952f73786a3262381df
"The Village Green Preservation Society - Live at The Playhouse Theatre, 1968",BBC Sessions: 1964-1977,The Kinks,21,The Kinks,2001-03-20,2017-10-06T12:30:24Z,172746,False,,,,,,,eb5fe90effa8b02678fc7ad360b0dff9
Party Line - Mono Mix,Face to Face (Deluxe Edition),The Kinks,1,The Kinks,1966-10-28,2017-10-06T12:30:47Z,154893,False,,,,,,,c51cc670740525088f3e8e22bc3e10d8
Party Line - Stereo Mix,Face to Face (Deluxe Edition),The Kinks,1,The Kinks,1966-10-28,2017-10-06T12:30:47Z,153093,False,,,,,,,8d2ba61d5deababef3d8fe761a4be22b
Rosy Won't You Please Come Home - Mono Mix,Face to Face (Deluxe Edition),The Kinks,2,The Kinks,1966-10-28,2017-10-06T12:30:47Z,151800,False,,,,,,,eea22d160f9a59d9e7abfcceea9ab0f6
