title,album,artist,track_number,album_artist,release_date,creation_timestamp,duration_ms,explicit,spotify_popularity,comment,rating,last_played_timestamp,genre,play_count,id
Little Whirl,Alien Lanes,Guided By Voices,25,Guided By Voices,1995-04-04,2017-10-12T13:38:36Z,106906,False,,,,,,,bcafb54bd092c97e92622e58855bcd04
My Son Cool,Alien Lanes,Guided By Voices,26,Guided By Voices,1995-04-04,2017-10-12T13:38:36Z,101026,False,,,,,,,694f19d6f0b760dc116c5aae59488ee2
Always Crush Me,Alien Lanes,Guided By Voices,27,Guided By Voices,1995-04-04,2017-10-12T13:38:36Z,104800,False,,,,,,,76dccecc65d1e79bcd0c232316145e74
Alright,Alien Lanes,Guided By Voices,28,Guided By Voices,1995-04-04,2017-10-12T13:38:36Z,178026,False,,,,,,,83a2f589a8acac34cbff5c9c8d17b2f6
Hardcore UFO's,Bee Thousand,Guided By Voices,1,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,114066,False,,,,,,,127955877b1852ceb306d4f08260218d
Buzzards And Dreadful Crows,Bee Thousand,Guided By Voices,2,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,103066,False,,,,,,,d28c252069cff5918620aa98ca2c1b7b
Tractor Rape Chain,Bee Thousand,Guided By Voices,3,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,184840,False,,,,,,,e3595f34ef2660a147f1d7d61d70369c
The Goldheart Mountaintop Queen Directory,Bee Thousand,Guided By Voices,4,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,105333,False,,,,,,,7d123c4bc32a6ab3d7966cb6155f07c1
Hot Freaks,Bee Thousand,Guided By Voices,5,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,102693,False,,,,,,,61deeff2240c0657a54e1685363bfabd
Smothered In Hugs,Bee Thousand,Guided By Voices,6,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,180000,False,,,,,,,cc63b858e5fc5c4099033345d4829d9c
Yours To Keep,Bee Thousand,Guided By Voices,7,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,75306,False,,,,,,,675279eae76ef0d2a4d8b912dbf548ef
Echos Myron,Bee Thousand,Guided By Voices,8,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,162293,False,,,,,,,d241a65a38647085f2b8464499939f52
Gold Star For Robot Boy,Bee Thousand,Guided By Voices,9,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,99306,False,,,,,,,852126abb772c9ec89bbdad0f4fbd8cd
Awful Bliss,Bee Thousand,Guided By Voices,10,Guided By Voices,1994-01-21,2017-10-04T13:14:56Z,72466,False,,,,,,,71eeade083cfc5f3a1ccc8d052b16f5d
Mincer Ray,Bee Thousand,Guided By Voices,11,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,141026,False,,,,,,,07ffced272742c64e51d1565a3f06b1b
A Big Fan Of The Pigpen,Bee Thousand,Guided By Voices,12,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,129306,False,,,,,,,118474edeefaadc3cd6c9916affef188
Queen Of Cans And Jars,Bee Thousand,Guided By Voices,13,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,115160,False,,,,,,,f02abca39d5c2b79c600888bd94f5083
Her Psychology Today,Bee Thousand,Guided By Voices,14,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,124040,False,,,,,,,8379126fb7a4183957d8f2e78da84fe0
Kicker Of Elves,Bee Thousand,Guided By Voices,15,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,64160,False,,,,,,,1e1f4591164c94ab68cac85854d3cacf
Ester's Day,Bee Thousand,Guided By Voices,16,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,111133,False,,,,,,,9dcbf2073c3e7fbfa6fe61d6c5250fdf
Demons Are Real,Bee Thousand,Guided By Voices,17,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,48506,False,,,,,,,ab3ccf76c79fc16920d152a3f9595011
I Am A Scientist,Bee Thousand,Guided By Voices,18,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,144400,False,,,,,,,4e357d47d20efd83560f8248e9b15557
Peep-Hole,Bee Thousand,Guided By Voices,19,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,85266,False,,,,,,,869df781d2ad2e6087eabf3fc887438e
You're Not An Airplane,Bee Thousand,Guided By Voices,20,Guided By Voices,1994-01-21,2017-10-04T13:15:05Z,33293,False,,,,,,,9f055f46872fcdffc6b4b0f6ee69e2e1
Grandfather Westinghouse,Clown Prince of the Menthol Trailer,Guided By Voices,6,Guided By Voices,1994-01-01,2018-03-05T19:20:36Z,144840,False,,,,,,,d8e605f2fa7d7eed757b20e3561acb73
Scalding Creek,Get Out Of My Stations,Guided By Voices,1,Guided By Voices,1994,2018-01-12T17:23:11Z,96826,False,,,,,,,b823db7fe59c8bcc7fe48787ab89e1fb
Mobile,Get Out Of My Stations,Guided By Voices,2,Guided By Voices,1994,2018-01-12T17:23:11Z,84946,False,,,,,,,57e7be08c9ff12823ec32d623e9705a5
Melted Pat,Get Out Of My Stations,Guided By Voices,3,Guided By Voices,1994,2018-01-12T17:23:11Z,101706,False,,,,,,,cd10512043811714a366f1ebb4515cf7
Queen Of Second Guessing,Get Out Of My Stations,Guided By Voices,4,Guided By Voices,1994,2018-01-12T17:23:11Z,82320,False,,,,,,,8b89a074bbbdf1ecf8aa9b51a6b88721
Dusty Bushworms,Get Out Of My Stations,Guided By Voices,5,Guided By Voices,1994,2018-01-12T17:23:11Z,153240,False,,,,,,,837eb52cd39d5f1048e833d90eca22e5
Spring Tiger,Get Out Of My Stations,Guided By Voices,6,Guided By Voices,1994,2018-01-12T17:23:11Z,137840,False,,,,,,,af267a98f8fa3b0906e5357f8ff44f40
Blue Moon Fruit,Get Out Of My Stations,Guided By Voices,7,Guided By Voices,1994,2018-01-12T17:23:11Z,93213,False,,,,,,,516771d923ba6b9e6dff2798f4c2cfe2
"Motor Away - (Mys Tavern, Harrisburg 2/93)",Get Out Of My Stations,Guided By Voices,8,Guided By Voices,1994,2018-01-12T17:23:11Z,131306,False,,,,,,,1bc7680d33b1e6504370909fac621be9
"Hot Freaks - (Glenn's Hideaway, Lodi, 6/94)",Get Out Of My Stations,Guided By Voices,9,Guided By Voices,1994,2018-01-12T17:23:11Z,130426,False,,,,,,,885fc7668044f3ded939eb8e702cce8e
"Weed King - (Khyber Pass, Phila., 8/92)",Get Out Of My Stations,Guided By Voices,10,Guided By Voices,1994,2018-01-12T17:23:11Z,157626,False,,,,,,,a735643bab2f44734a01e37340ca8041
"Postal Blowfish - (Boot & Saddle, Phila., 1/93)",Get Out Of My Stations,Guided By Voices,11,Guided By Voices,1994,2018-01-12T17:23:11Z,174280,False,,,,,,,9ac9c3285a4e9119d6811943c844924f
Game Of Pricks,Human Amusements at Hourly Rates - The Best of Guided By Voices,Guided By Voices,13,Guided By Voices,2003-11-03,2018-02-06T21:08:10Z,135160,False,,,,,,,4c920eadb216c87e4e0b71424341ddb9
We've Got Airplanes,King Shit And The Golden Boys,Guided By Voices,1,Guided By Voices,1995,2018-02-15T15:50:14Z,181493,False,,,,,,,c30f6883210cbfab0b23f0bbdd7203d1
Dust Devil,King Shit And The Golden Boys,Guided By Voices,2,Guided By Voices,1995,2018-02-15T15:50:14Z,170266,False,,,,,,,b4ff98d5f93c54b9a50bb6a8af6e6a03
Squirmish Frontal Room,King Shit And The Golden Boys,Guided By Voices,3,Guided By Voices,1995,2018-02-15T15:50:14Z,114840,False,,,,,,,7b48eac9a17bc7d6acec80d8f8f13bc9
Tricyclic Looper,King Shit And The Golden Boys,Guided By Voices,4,Guided By Voices,1995,2018-02-15T15:50:14Z,119066,False,,,,,,,675124a2588e864b6b786d42d16162b7
Crutch Came Slinking,King Shit And The Golden Boys,Guided By Voices,5,Guided By Voices,1995,2018-02-15T15:50:14Z,131866,False,,,,,,,44086365ef2455013107227fe1c99d16
Fantasy Creeps,King Shit And The Golden Boys,Guided By Voices,6,Guided By Voices,1995,2018-02-15T15:50:14Z,198200,False,,,,,,,494876426851969e977c0b185251d4e0
Sopor Joe,King Shit And The Golden Boys,Guided By Voices,7,Guided By Voices,1995,2018-02-15T15:50:14Z,203693,False,,,,,,,b7c1fa2829ac08882e30078369c37399
Crunch Pillow,King Shit And The Golden Boys,Guided By Voices,8,Guided By Voices,1995,2018-02-15T15:50:14Z,169666,False,,,,,,,6fae37a93a2513f48f4748a61e723b68
Indian Was An Angel,King Shit And The Golden Boys,Guided By Voices,9,Guided By Voices,1995,2018-02-15T15:50:14Z,130866,False,,,,,,,9032acd5f5857f179a33924679d5ccd6
Don't Stop Now,King Shit And The Golden Boys,Guided By Voices,10,Guided By Voices,1995,2018-02-15T15:50:14Z,107333,False,,,,,,,a4bd41642351601d8b4a00cbb45ea14a
Bite,King Shit And The Golden Boys,Guided By Voices,11,Guided By Voices,1995,2018-02-15T15:50:14Z,67106,False,,,,,,,2bd63285ef6a4c4578f448f7fe8942a2
Greenface,King Shit And The Golden Boys,Guided By Voices,12,Guided By Voices,1995,2018-02-15T15:50:14Z,113160,False,,,,,,,14c05fd44be97b93c8ecb16bb09a91c9
Deathtrot And Warlock Riding A Rooster,King Shit And The Golden Boys,Guided By Voices,13,Guided By Voices,1995,2018-02-15T15:50:14Z,74533,False,,,,,,,bfdab985bd21cd67127762e995a4075d
2nd Moves To Twin,King Shit And The Golden Boys,Guided By Voices,14,Guided By Voices,1995,2018-02-15T15:50:14Z,141666,False,,,,,,,eeb96cd7c87ac5a10b4b88d088ee551e
At Odds With Dr. Genesis,King Shit And The Golden Boys,Guided By Voices,15,Guided By Voices,1995,2018-02-15T15:50:14Z,92333,False,,,,,,,5137d4263ff38a540e6bac4fd9ac1e70
Please Freeze Me,King Shit And The Golden Boys,Guided By Voices,16,Guided By Voices,1995,2018-02-15T15:50:14Z,78533,False,,,,,,,493ecf66bca5f72a5d88a512ed078bf3
Scissors,King Shit And The Golden Boys,Guided By Voices,17,Guided By Voices,1995,2018-02-15T15:50:14Z,110106,False,,,,,,,5461f799bc8b9074e888323aa765786d
Postal Blowfish,King Shit And The Golden Boys,Guided By Voices,18,Guided By Voices,1995,2018-02-15T15:50:14Z,132226,False,,,,,,,4c6adb885c5bfcd671e86a37697d3c73
Crocker's Favorite Song,King Shit And The Golden Boys,Guided By Voices,19,Guided By Voices,1995,2018-02-15T15:50:14Z,133440,False,,,,,,,4afb49b877246480a5b3750588f24aba
Exit Flagger - Live,"Live From Austin, TX",Guided By Voices,4,Guided By Voices,2007-05-15,2018-06-15T16:44:06Z,134600,False,,,,,,,89920b91a0dfbf3213e46c2028f68978
Best of Jill Hives - Live,"Live From Austin, TX",Guided By Voices,5,Guided By Voices,2007-05-15,2018-04-03T18:50:15Z,170373,False,,,,,,,f674e6433a1647bbc36b2c677296f06a
Watch Me Jumpstart - Live,"Live From Austin, TX",Guided By Voices,6,Guided By Voices,2007-05-15,2018-03-12T19:11:43Z,169586,False,,,,,,,fc6b61361dcdfd3505ba8267aab95a88
Over The Neptune/Mesh Gear Fox,Propeller,Guided By Voices,1,Guided By Voices,1992,2018-01-12T15:35:09Z,341666,False,,,,,,,d2a13051a76cf303504e367db738394c
Weedking,Propeller,Guided By Voices,2,Guided By Voices,1992,2018-01-12T15:35:09Z,159413,False,,,,,,,78ea07d2938a6d3ab0b0dfc310dd04f5
Particular Damaged,Propeller,Guided By Voices,3,Guided By Voices,1992,2018-01-12T15:35:09Z,119186,False,,,,,,,ee687e39fa3d8482c9a4da421fbb52da
Quality Of Armor,Propeller,Guided By Voices,4,Guided By Voices,1992,2018-01-12T15:35:09Z,157000,False,,,,,,,f38fb0e989b70ed6a39cc191efd1ff62
Metal Mothers,Propeller,Guided By Voices,5,Guided By Voices,1992,2018-01-12T15:35:09Z,198106,False,,,,,,,719cfcbea1e6d3f7a1603ef2a8b5e4ef
Lethargy,Propeller,Guided By Voices,6,Guided By Voices,1992,2018-01-12T15:35:09Z,80600,False,,,,,,,8eeec1bd266cbefb9882f5bf1e416410
Unleashed! The Large-Hearted Boy,Propeller,Guided By Voices,7,Guided By Voices,1992,2018-01-12T15:35:09Z,119266,False,,,,,,,11b61750f8b9171aa70de7bcb2046932
Red Gas Circle,Propeller,Guided By Voices,8,Guided By Voices,1992,2018-01-12T15:35:09Z,85573,False,,,,,,,e1ad69873077945e6a0305c80db6b966
Exit Flagger,Propeller,Guided By Voices,9,Guided By Voices,1992,2018-01-12T15:35:09Z,139466,False,,,,,,,dc25d308b0de5e53c483fd3f404cd07e
14 Cheerleader Coldfront,Propeller,Guided By Voices,10,Guided By Voices,1992,2018-01-12T15:35:09Z,91600,False,,,,,,,ec09533bf92edbe4359ae1e89685276d
Back To Saturn X Radio Report,Propeller,Guided By Voices,11,Guided By Voices,1992,2018-01-12T15:35:09Z,93093,False,,,,,,,68a2fa96c928d3d9c6311a4a312485bf
Ergo Space Pig,Propeller,Guided By Voices,12,Guided By Voices,1992,2018-01-12T15:35:09Z,168493,False,,,,,,,1ce1913b6d530e5ba83bda49f30ee4e1
Circus World,Propeller,Guided By Voices,13,Guided By Voices,1992,2018-01-12T15:35:09Z,160146,False,,,,,,,0c8cec95adef06839b1479fb53179f04
Some Drilling Implied,Propeller,Guided By Voices,14,Guided By Voices,1992,2018-01-12T15:35:09Z,100866,False,,,,,,,b85e8da8784a869ee6df3eef1fad589d
